,authors,binding,date_published,edition,image,isbn,isbn13,msrp,publish_date,publisher,subjects,synopsys,title,title_long
508,"['Mary Shelley', 'Richard Pasco']",,December 2007,Abridged,https://images.isbndb.com/covers/72/28/9781429587228.jpg,1429587229,9781429587228.0,,,Penguin Group (USA),,"<p><p>The epic battle between man and monster reaches its greatest pitch in the famous story of Frankenstein. In trying to create life, the young student Victor Frankenstein unleashes forces beyond his control, setting into motion a long and tragic chain of events that brings Victor himself to the very brink. How he tries to destroy his creation, as it destroys everything Victor loves, is a powerful story of love, friendship ...and horror.<p> Synopsis en espanol for English title<p>Jugar a ser Dios es cosa f&aacute;cil, pero tiene, para todos los involucrados, creadores y criaturas por igual, un alto, alt&iacute;simo precio que entre todos pagamos tarde o temprano. Este libro nos lo hace ver y comprender magistralmente. Una criatura que ha sido engendrada con restos de cad&aacute;veres descubre que ha sido cruelmente enga&ntilde;ada por su propio creador. Esta traici&oacute;n le ser&aacute; insoportable y provocar&aacute; la espiral de la violencia con que la novela se encamina, con renovada intensidad, hacia su desolador desenlace. Mary Shelley es el padre y la madre de la ciencia ficci&oacute;n tal y como la concebimos: como un ejercicio de cr&iacute;tica de la realidad, como una visi&oacute;n panor&aacute;mica de nuestros deseos m&aacute;s &iacute;ntimos y de nuestros miedos m&aacute;s p&uacute;blicos. Una escritora imprescndible para entender el mundo en que vivimos, el caos que hoy nos lleva entre sus aguas turbulentas.<p></p><h3>James Hynes</h3><p>. . .[T]he novel <i>Frankenstein</i> is quite a read. . . .It's highly Romantic, in the literary sense. . .[there is] a good deal of attractive torment and self-doubt, from both Victor Frankenstein and his creation. . . .If ever a book needed to be placed in context, it's <i>Frankenstein</i>. &#151;<i>The New York Times Book Review</i></p>",Frankenstein (Penguin Classics Series),frankenstein
509,"['Hurwitt, Malcolm.']",Paperback,1989,4,https://images.isbndb.com/covers/78/26/9780140467826.jpg,0140467823,9780140467826.0,,1989,Penguin Books Ltd,,"Malcolm Hurwitt And Peter Thornton. Previous Ed.: Harmondsworth : Penguin, 1978. Includes Bibliographical References And Index.",Civil Liberty (penguin Handbooks),Civil Liberty (penguin Handbooks)
510,['Catullus'],Paperback,2006,,https://images.isbndb.com/covers/98/15/9780140449815.jpg,0140449817,9780140449815.0,15,2006,Penguin Classics,,,The Poems (penguin Classics),The Poems (penguin Classics)
511,['Kurt Vonnegut'],Paperback,1999,,https://images.isbndb.com/covers/56/04/9780140285604.jpg,0140285601,9780140285604.0,19.75,1999,Penguin Group(ca),,,Cat's Cradle (essential Penguin),Cat's Cradle (essential Penguin)
512,['Sir Walter Scott'],Paperback,2003,,https://images.isbndb.com/covers/65/70/9780140436570.jpg,014043657x,9780140436570.0,17,2003,Penguin Classics,,,Guy Mannering (penguin Classics),Guy Mannering (penguin Classics)
513,['Donald Attwater'],Paperback,1983/10/27,Revised,https://images.isbndb.com/covers/12/39/9780140511239.jpg,0140511237,9780140511239.0,,1984-02-07,Penguin Books Ltd,['Literary Collections'],,Penguin Dictionary of Saints,penguin_dictionary_of_saints
514,['Nicholas Christopher'],Paperback,1989,,https://images.isbndb.com/covers/11/62/9780140121162.jpg,0140121161,9780140121162.0,12.5,1989,Penguin Books,,,"Desperate Characters (poets, Penguin)","Desperate Characters (poets, Penguin)"
515,['J. Sheridan Le Fanu'],Paperback,2000,,https://images.isbndb.com/covers/74/61/9780140437461.jpg,0140437460,9780140437461.0,18,2000,Penguin Classics,,"<p>one Of The Most Effective Novels Of Terror Ever Written, This True Gothic Mystery Novel Is Considered By Many To Be The Best Of The Period. It Is Not Only Wonderfully Written, Skillfully Plotted, And Peopled With Interesting Characters, It Is Incredibly Frightening.<br></p>",Uncle Silas (penguin Classics),Uncle Silas (penguin Classics)
516,['Nikolai Gogol'],Paperback,1961-09-30,,https://images.isbndb.com/covers/11/30/9780140441130.jpg,0140441131,9780140441130.0,10.95,,Penguin Classics,,,Dead Souls (penguin Classics),Dead Souls (penguin Classics)
517,['Walter Scott'],Mass Market Paperback,1999,,https://images.isbndb.com/covers/65/25/9780140436525.jpg,0140436529,9780140436525.0,15,1999,Penguin Classics,,,The Antiquary (penguin Classics),The Antiquary (penguin Classics)
518,['Mary Jane Boland'],Paperback,1998,,https://images.isbndb.com/covers/84/62/9780140258462.jpg,0140258469,9780140258462.0,,1998,Penguin Books Ltd,,,Penguin Auckland Good Weekend,Penguin Auckland Good Weekend
519,"['Manser', 'Martin H.']",,1987/02/26,,https://images.isbndb.com/covers/16/11/9780140511611.jpg,014051161X,9780140511611.0,,,"Harmondsworth, Middlesex : Penguin, 1987.","['Reference', 'Dictionaries']",,The Penguin wordmaster dictionary,the_penguin_wordmaster_dictionary
520,['Ted Berrigan'],Paperback,1994,1,https://images.isbndb.com/covers/69/92/9780140586992.jpg,0140586997,9780140586992.0,12.5,1994,Penguin Books,,,"Selected Poems (poets, Penguin)","Selected Poems (poets, Penguin)"
521,['Elizabeth Gaskell'],Paperback,2001,,https://images.isbndb.com/covers/74/16/9780140437416.jpg,014043741x,9780140437416.0,17,2001,Penguin Classics,,"<p>elizabeth Gaskell's Chilling Gothic Tales Blend The Real And The Supernatural To Eerie, Compelling Effect. 'disappearances', Inspired By Local Legends Of Mysterious Vanishings, Mixes Gossip And Fact; 'lois The Witch', A Novella Based On An Account Of The Salem Witch Hunts, Shows How Sexual Desire And Jealousy Lead To Hysteria; While In The Old Nurse's Story A Mysterious Child Roams The Freezing Northumberland Moors. Whether Darkly Surreal, Such As 'the Poor Clare', Where An Evil Doppelganger Is Formed By A Woman's Bitter Curse, Or Mischievous Like 'curious, If True', A Playful Reworking Of Fairy Tales, All The Stories In This Volume Form A Stark Contrast To The Social Realism Of Gaskell's Novels, Revealing A Darker And More Unsettling Style Of Writing.</p>",Gothic Tales (penguin Classics),Gothic Tales (penguin Classics)
522,['Francoise Sagan'],Paperback,1998,,https://images.isbndb.com/covers/87/81/9780140278781.jpg,0140278788,9780140278781.0,17.75,1998,"Penguin Books, Limited (uk)",,,Bonjour Tristesse (essential Penguin),Bonjour Tristesse (essential Penguin)
523,['Robert Louis Stevenson'],Paperback,2007,,https://images.isbndb.com/covers/10/68/9780140621068.jpg,0140621067,9780140621068.0,,2007,Penguin Books Ltd,,,Kidnapped (penguin Popular Classics),Kidnapped (penguin Popular Classics)
524,['Makarand Paranjape'],Paperback,1998,2,https://images.isbndb.com/covers/84/08/9780140278408.jpg,0140278400,9780140278408.0,37.5,1998,Penguin Books,"['B5134.G42 G47 1999', 'B5134.G42.x1 1999 (Table B-BJ5)']",Edited By Makarand Paranjape. Includes Bibliographical References (p. [373]-375).,Penguin Sri Aurobindo Reader,Penguin Sri Aurobindo Reader
525,['Thomas Hardy'],Hardcover,1994,,https://images.isbndb.com/covers/41/69/9781854714169.jpg,1854714163,9781854714169.0,,1994,Godfrey Cave Associates Ltd,,,Penguin Authors: Thomas Hardy,Penguin Authors: Thomas Hardy
526,"['Miguel De Cervantes Saavedra', 'John Rutherford', 'Roberto Gonzalez Echevarria']",Paperback,2001,,https://images.isbndb.com/covers/80/47/9780140448047.jpg,0140448047,9780140448047.0,10,2001,Penguin Classics,,"Don Quixote Has Become So Entranced By Reading Chivalry Romances That He Determines To Turn Knight-errant Himself. In The Company Of His Faithful Squire, Sancho Panza, These Exploits Blossom In All Sorts Of Wonderful Ways. While Quixote's Fancy Often Leads Him Astray - He Tilts At Windmills, Imagining Them To Be Giants - Sancho Acquires Cunning And A Certain Sagacity. Sane Madman And Wise Fool, They Roam The World Together - And Together They Have Haunted Readers' Imaginations For Nearly Four Hundred Years. With Its Experimental Form And Literary Playfulness, Don Quixote Has Been Generally Recognized As The First Modern Novel. The Book Has Been Enormously Influential On A Host Of Writers, From Fielding And Sterne To Flaubert, Dickens, Melville, And Faulkner, Who Reread It Once A Year, Just As Some People Read The Bible. This Penguin Classics Edition Includes John Rutherford's New Translation, Which Does Full Justice To The Energy And Wit Of Cervantes's Prose, As Well As A New Critical Introduction By Roberto Gonzalez Echevarria.--jacket. Miguel De Cervantes Saavedra ; Translated By John Rutherford ; With An Introduction By Roberto González Echevarría. Includes Bibliographical References (p. 983-1023).",Don Quixote (penguin Classics),Don Quixote (penguin Classics)
527,['Jane Austen'],Library Binding,2008,,https://images.isbndb.com/covers/58/39/9781439515839.jpg,1439515832,9781439515839.0,17,2008,Paw Prints 2008-08-11,,,Mansfield Park (penguin Classics),Mansfield Park (penguin Classics)
528,['Molly Keane'],Paperback,1990,1,https://images.isbndb.com/covers/49/18/9780140144918.jpg,0140144919,9780140144918.0,7.95,1990,Penguin Books,,,Queen Lear (king Penguin),Queen Lear (king Penguin)
529,['Jane Austen'],Hardcover,2010,,https://images.isbndb.com/covers/24/75/9780141192475.jpg,014119247x,9780141192475.0,23,2010,Penguin Classics,,"<p><i>emma</i> Is The Story Of The Eponymous Miss Woodhouse Who, Having Lost Her Close Companion Anne Taylor To Marriage, Sets Out On An Ill-fated Career Of Match-making In The Town Of Highbury. Taking As Her Subject The Pretty But Dreary Harriet Smith, She Manages To Cause Misunderstandings With Every New Tactic She Employs. Though Precious And Spoilt, Emma Is Charming To All Around Her And So It Takes Her Some Time To Learn Her Lesson And Profit From Spending Less Time Worrying About How Other People Should Live Their Lives.<br><br> The Handsome Volumes In The Collectors Library Present Great Works Of World Literature In A Handy Hardback Format. Printed On High-quality Paper And Bound In Real Cloth, Each Complete And Unabridged Volume Has A Specially Commissioned Afterword, Brief Biography Of The Author And A Further-reading List. This Easily Accessible Series Offers Readers The Perfect Opportunity To Discover, Or Rediscover, Some Of The World's Most Endearing Literary Works.<br><br> The Volumes In The Collector's Library Are Sumptuously Produced, Enduring Editions To Own, To Collect And To Treasure.</p>",Emma (penguin Clothbound Classics),Emma (penguin Clothbound Classics)
530,['Stendhal'],Paperback,1991,,https://images.isbndb.com/covers/52/51/9780140445251.jpg,0140445250,9780140445251.0,8.95,1991,Penguin Classics,,,Lucien Leuwen (penguin Classics),Lucien Leuwen (penguin Classics)
531,['Charles Dickens'],Audio Cassette,1996-06-01,,https://images.isbndb.com/covers/05/59/9780140860559.jpg,014086055x,9780140860559.0,16.95,,Penguin Audio,,,Hard Times (penguin Classics),Hard Times (penguin Classics)
532,['Miguel De Cervantes'],Paperback,2001,1,https://images.isbndb.com/covers/56/19/9780140445619.jpg,0140445617,9780140445619.0,62.55,2001,Penguin Classic,"['Knights and knighthood--Fiction', 'Knights and knighthood--Spain--Fiction', 'Social life and customs--Fiction', '863.3']","Miguel De Cervantes's Mock-epic Masterwork, Don Quixote Was Voted The Greatest Book Of All Time By The Nobel Institute, And This Penguin Classics Edition Is Translated With An Introduction And Notes By John Rutherford. Don Quixote Has Become So Entranced By Reading Romances Of Chivalry That He Determines To Become A Knight Errant And Pursue Bold Adventures, Accompanied By His Squire, The Cunning Sancho Panza. As They Roam The World Together, The Aging Quixote's Fancy Leads Them Wildly Astray, Tilting At Windmills, Fighting With Friars, And Distorting The Rural Spanish Landscape Into A Fantasy Of Impenetrable Fortresses And Wicked Sorcerers. At The Same Time The Relationship Between The Two Men Grows In Fascinating Subtlety. Miguel De Cervantes Saavedra ; Translated With And Introduction And Notes By John Rutherford. Includes Bibliographical References.",Penguin Classics Don Quixote,Penguin Classics Don Quixote
533,['Vladimir Nabokov'],Paperback,2010/04/29,Re-issue,https://images.isbndb.com/covers/45/48/9780141184548.jpg,014118454X,9780141184548.0,,2000-11-30,Penguin Classics,"['Fiction', 'Literary']",,Despair (Penguin Modern Classics),despair--penguin-modern-classics-
534,['William Shakespeare'],Paperback,2008,1998,https://images.isbndb.com/covers/64/95/9780140816495.jpg,0140816496,9780140816495.0,,,Peacock Books,,,Penguin Readers Level 3,Penguin Readers Level 3
535,['Anthony Trollope'],Paperback,1991,,https://images.isbndb.com/covers/32/65/9780140433265.jpg,0140433260,9780140433265.0,11.95,1991,Penguin Usa,"['Barsetshire (England : Imaginary place)', 'Barsetshire (England : Imaginary place)--Fiction', 'Fathers and daughters', 'Fathers and daughters--Fiction', 'Children of clergy', 'Children of clergy--Fiction', 'Clergy', 'Clergy--Fiction', 'PR5684 .D58 1991', '823/.8']",Anthony Trollope ; With An Introduction And Notes By Ruth Rendell. First Published: 1858. Includes Bibliographical References (p. [559]-566).,Doctor Thorne (penguin Classics),Doctor Thorne (penguin Classics)
536,['Tobias Smollett'],Paperback,1995,,https://images.isbndb.com/covers/33/26/9780140433326.jpg,0140433325,9780140433326.0,18,1995,Penguin Classics,"['Scots', 'Fiction', 'Rogues And Vagabonds', 'Impressment', 'Warships', 'Sailors']","<p><p><b>roderick Random</b> (1748), Smollett's First Novel, Is Full Of The Dazzling Vitality Characteristics Of All His Work, As Well As Of His Own Life. Roderick Is The Boisterous And Unprincipled Hero Who Answers Life's Many Misfortunes With A Sledgehammer. Left Penniless, He Leaves His Native Scotland For London And On The Way Meets Strap, And Old Schoolfellow. Together They Undergo Many Adventures At The Hands Of Scoundrels And Rogues. Roderick Qualifies As A Surgeon's Mate And Is Pressed As A Common Soldier On Board The Man-of-war Thunder. In A Tale Of Romance As Well As Adventure, Roderick Also Finds Time To Fall In Love... Smollett Drew On His Own Experiences As A Surgeon's Mate In The Navy For The Memorable Scenes On Board Ship, And The Novel Combines Documentary Realism With Great Humor And Panache.</p><h3>school Library Journal</h3><p>gr 8 Up-trollope's Tale About Lily Dale, And Her Love For The Calculating Adolphus Crosbie.</p>",Roderick Random (penguin Classics),Roderick Random (penguin Classics)
537,['Ursula Bourne'],Paperback,1973,,https://images.isbndb.com/covers/18/55/9780140461855.jpg,014046185x,9780140461855.0,1.75,1973,Penguin Books,,,Portuguese Cookery (penguin Handbooks),Portuguese Cookery (penguin Handbooks)
538,['Helen Castor'],Paperback,2019-12-01,,https://images.isbndb.com/covers/99/45/9780141989945.jpg,0141989947,9780141989945.0,9.99,,Penguin,,,Elizabeth I (penguin Monarchs),Elizabeth I (penguin Monarchs)
539,['Jonathan Swift'],Paperback,1983,,https://images.isbndb.com/covers/26/10/9780140422610.jpg,0140422617,9780140422610.0,19.95,1983,Penguin Classics,,Jonathan Swift ; Edited By Pat Rogers. Includes Index. Bibliography: P. 33-35.,Complete Poems (penguin Classics),Complete Poems (penguin Classics)
540,['Prichard Walter Eaton'],Hardcover,2009,,https://images.isbndb.com/covers/57/86/9781428095786.jpg,1428095780,9781428095786.0,95.99,2009,Indypublish,,,Penguin Persons And Peppermints,Penguin Persons And Peppermints
541,['Anonymous'],Paperback,2010-11-30,1,https://images.isbndb.com/covers/94/19/9780140449419.jpg,0140449418,9780140449419.0,13,,Penguin Classics,,,The Dhammapada (penguin Classics),The Dhammapada (penguin Classics)
542,['Virginia Woolf'],Audio Cassette,2000,,https://images.isbndb.com/covers/20/77/9780141802077.jpg,0141802073,9780141802077.0,,2000,Penguin Audiobooks,,,Orlando (penguin Modern Classics),Orlando (penguin Modern Classics)
543,['Virgil'],Paperback,1997,,https://images.isbndb.com/covers/62/72/9780140446272.jpg,0140446273,9780140446272.0,21,1997,Penguin Classics,,"<p><p>monumental Epic Poem Of Aeneas, A Trojan Who Escaped The Burning Ruins Of Troy To Found A New City In The West &#8212; Rome.<p></p><h3>the New York Times Book Review</h3><p>a New And Noble Standard Bearer . . . There's A Capriciousness To Fagles's Line Well Suited To This Vast Story's Ebb And Flow.</p>",Virgil's Aeneid (penguin Classics),Virgil's Aeneid (penguin Classics)
544,['Charlotte Bronte'],Hardcover,2016,,https://images.isbndb.com/covers/89/64/9780241198964.jpg,0241198968,9780241198964.0,25,2016,Penguin Classics,,,Villette (penguin Clothbound Classics),Villette (penguin Clothbound Classics)
545,['Charlotte Bronte'],,1994,,https://images.isbndb.com/covers/07/71/9780140620771.jpg,014062077X,9780140620771.0,,,,"['Fiction', 'Literary']",,Villette (Penguin Popular Classics),villette-penguin-popular-classics
546,['Howard Hughes'],Paperback,2001,,https://images.isbndb.com/covers/19/84/9780141391984.jpg,0141391987,9780141391984.0,,2001,Penguin Classics,,,Hangsaman (penguin Modern Classics),Hangsaman (penguin Modern Classics)
547,['Vernor Vinge'],Paperback,2016-09-29,01,https://images.isbndb.com/covers/55/89/9780241975589.jpg,0241975581,9780241975589.0,,,Penguin,,,True Names (penguin Worlds),True Names (penguin Worlds)
548,['Samuel Taylor Coleridge'],Paperback,2000,,https://images.isbndb.com/covers/42/94/9780140424294.jpg,0140424296,9780140424294.0,16,2000,Penguin Classics,,<p>includes Kubla Khan And Christabel.</p>,Selected Poems (penguin Classics),Selected Poems (penguin Classics)
549,['Kirk A. Hackenberg'],,2004/06/18,,https://images.isbndb.com/covers/29/28/9781412012928.jpg,1412012929,9781412012928.0,,,Trafford Publishing,"[""Children's Fiction"", 'General']",,Paddles the Flying Penguin,paddles_the_flying_penguin
550,['Paul Smith'],Paperback,1989,,https://images.isbndb.com/covers/14/69/9780140121469.jpg,0140121463,9780140121469.0,8.95,1989,Penguin Books,,,The Countrywoman (king Penguin),The Countrywoman (king Penguin)
